Name,Star,Number,AREA,URL
Classic Cafe,3.8,45,Mapusa,https://www.google.com/maps/search/Classic+Cafe+Mapusa
Bobby Chicken Centre,3.6,94,Mapusa,https://www.google.com/maps/search/Bobby+Chicken+Centre+Mapusa
St. Anthony's,4.1,12000,Mapusa,https://www.google.com/maps/search/St.+Anthony%27s+Mapusa
Babu bar and restaurant,4.2,12,Mapusa,https://www.google.com/maps/search/Babu+bar+and+restaurant+Mapusa
The Kitchen,4.9,8,Mapusa,https://www.google.com/maps/search/The+Kitchen+Mapusa
Mapusa Municipal Market,3.9,23000,Mapusa,https://www.google.com/maps/search/Mapusa+Municipal+Market+Mapusa
Blue Diamond Bar and Restaurant,4.1,11,Mapusa,https://www.google.com/maps/search/Blue+Diamond+Bar+and+Restaurant+Mapusa
Wow! Momo,4.3,324,Mapusa,https://www.google.com/maps/search/Wow%21+Momo+Mapusa
Soyre Family Restaurant & Bar,4.6,52,Mapusa,https://www.google.com/maps/search/Soyre+Family+Restaurant+%26+Bar+Mapusa
Mapusa Central,4.5,2,Mapusa,https://www.google.com/maps/search/Mapusa+Central+Mapusa
Surprise Bar And Restaurant,3.9,16,Mapusa,https://www.google.com/maps/search/Surprise+Bar+And+Restaurant+Mapusa
Laziz Pizza Mapusa,4.6,23,Mapusa,https://www.google.com/maps/search/Laziz+Pizza+Mapusa+Mapusa
Darbar Hotel,4.2,6,Mapusa,https://www.google.com/maps/search/Darbar+Hotel+Mapusa
Balgo Bar & Restaurant,3.6,31,Mapusa,https://www.google.com/maps/search/Balgo+Bar+%26+Restaurant+Mapusa
Hotel Vijay Hanuman,4.4,215,Mapusa,https://www.google.com/maps/search/Hotel+Vijay+Hanuman+Mapusa
Hotel Babaji Mapusa,3.7,3,Mapusa,https://www.google.com/maps/search/Hotel+Babaji+Mapusa+Mapusa
Taverna Miguel,4.1,50,Mapusa,https://www.google.com/maps/search/Taverna+Miguel+Mapusa
Pappu Dum Biryani,4.4,49,Mapusa,https://www.google.com/maps/search/Pappu+Dum+Biryani+Mapusa
KENI FISH THALI (THE BEST),5.0,2,Mapusa,https://www.google.com/maps/search/KENI+FISH+THALI+%28THE+BEST%29+Mapusa
Francis Bar & Restaurant,4.4,5,Mapusa,https://www.google.com/maps/search/Francis+Bar+%26+Restaurant+Mapusa
The Golden Oven,3.9,180,Mapusa,https://www.google.com/maps/search/The+Golden+Oven+Mapusa
Amonkars point,4.7,12,Mapusa,https://www.google.com/maps/search/Amonkars+point+Mapusa
Biryani Ali ( Mapusa ),4.5,4,Mapusa,https://www.google.com/maps/search/Biryani+Ali+%28+Mapusa+%29+Mapusa
Nisha Bar & Restaurant,3.6,12,Mapusa,https://www.google.com/maps/search/Nisha+Bar+%26+Restaurant+Mapusa
Step-Inn Bar And Restaurant,4.5,2,Mapusa,https://www.google.com/maps/search/Step-Inn+Bar+And+Restaurant+Mapusa
Hotel Poornima Bar & Restaurant,3.9,8,Mapusa,https://www.google.com/maps/search/Hotel+Poornima+Bar+%26+Restaurant+Mapusa
Minakshi's Restaurant,4.8,8,Mapusa,https://www.google.com/maps/search/Minakshi%27s+Restaurant+Mapusa
Fern's Bar & Restaurant,4.7,3,Mapusa,https://www.google.com/maps/search/Fern%27s+Bar+%26+Restaurant+Mapusa
Hotel Anand Bhuvan,3.7,11,Mapusa,https://www.google.com/maps/search/Hotel+Anand+Bhuvan+Mapusa
SARSWATI RESTAURANT,5.0,1,Mapusa,https://www.google.com/maps/search/SARSWATI+RESTAURANT+Mapusa
Daniel Chicken Shwarma,4.6,28,Mapusa,https://www.google.com/maps/search/Daniel+Chicken+Shwarma+Mapusa
Shree Ganesh hotel,5.0,2,Mapusa,https://www.google.com/maps/search/Shree+Ganesh+hotel+Mapusa
Craving House,4.6,7,Mapusa,https://www.google.com/maps/search/Craving+House+Mapusa
"Pizza Hut | Mapusa, Goa",3.8,163,Mapusa,https://www.google.com/maps/search/Pizza+Hut+%7C+Mapusa%2C+Goa+Mapusa
Boogys Bar & Restaurant,4.0,1,Mapusa,https://www.google.com/maps/search/Boogys+Bar+%26+Restaurant+Mapusa
Cafe Shivmalhari,4.0,3,Mapusa,https://www.google.com/maps/search/Cafe+Shivmalhari+Mapusa
Pizza joint,4.6,47,Mapusa,https://www.google.com/maps/search/Pizza+joint+Mapusa
Sudip Fast Food,3.9,373,Mapusa,https://www.google.com/maps/search/Sudip+Fast+Food+Mapusa
Hotel Ruchik,3.5,10,Mapusa,https://www.google.com/maps/search/Hotel+Ruchik+Mapusa
Chai Corner Mapusa,4.0,2,Mapusa,https://www.google.com/maps/search/Chai+Corner+Mapusa+Mapusa
Zam Zam Restaurant - Biriyani Corner (Tasty Halal Food in Mapusa),3.1,27,Mapusa,https://www.google.com/maps/search/Zam+Zam+Restaurant+-+Biriyani+Corner+%28Tasty+Halal+Food+in+Mapusa%29+Mapusa
Cold Corner,4.5,19,Mapusa,https://www.google.com/maps/search/Cold+Corner+Mapusa
Austin Bar & Restaurant,3.7,6,Mapusa,https://www.google.com/maps/search/Austin+Bar+%26+Restaurant+Mapusa
Domino's Pizza - Mapusa,3.9,1800,Mapusa,https://www.google.com/maps/search/Domino%27s+Pizza+-+Mapusa+Mapusa
K.G.N (Kumar Gauri Nandan) Dum Biryani Centre,3.1,22,Mapusa,https://www.google.com/maps/search/K.G.N+%28Kumar+Gauri+Nandan%29+Dum+Biryani+Centre+Mapusa
Goltekar Brothers,4.4,14,Mapusa,https://www.google.com/maps/search/Goltekar+Brothers+Mapusa
Rekha Bar & Restaurant,3.0,1,Mapusa,https://www.google.com/maps/search/Rekha+Bar+%26+Restaurant+Mapusa
Salman Hotel,3.3,6,Mapusa,https://www.google.com/maps/search/Salman+Hotel+Mapusa
2C Pizzas and Pastas,4.6,46,Mapusa,https://www.google.com/maps/search/2C+Pizzas+and+Pastas+Mapusa
Sai Prasad Annapurna Bhojanalaya,3.4,7,Mapusa,https://www.google.com/maps/search/Sai+Prasad+Annapurna+Bhojanalaya+Mapusa
Subway Mapusa Goa,4.2,6,Mapusa,https://www.google.com/maps/search/Subway+Mapusa+Goa+Mapusa
The Leela Foods,4.4,18,Mapusa,https://www.google.com/maps/search/The+Leela+Foods+Mapusa
Boshan Hotels,3.9,941,Mapusa,https://www.google.com/maps/search/Boshan+Hotels+Mapusa
Ambika Cold Drinks,4.6,36,Mapusa,https://www.google.com/maps/search/Ambika+Cold+Drinks+Mapusa
Cafe Anandam,4.0,111,Mapusa,https://www.google.com/maps/search/Cafe+Anandam+Mapusa
Union Restaurant Bar And Cafe,3.7,369,Mapusa,https://www.google.com/maps/search/Union+Restaurant+Bar+And+Cafe+Mapusa
Rupesh Mirchi Pao Center,4.5,10,Mapusa,https://www.google.com/maps/search/Rupesh+Mirchi+Pao+Center+Mapusa
Goan Street Food,4.7,223,Mapusa,https://www.google.com/maps/search/Goan+Street+Food+Mapusa
Babaji Cold Drinks,3.7,66,Mapusa,https://www.google.com/maps/search/Babaji+Cold+Drinks+Mapusa
Big Wok at Union Restaurant,4.6,49,Mapusa,https://www.google.com/maps/search/Big+Wok+at+Union+Restaurant+Mapusa
Kafe Alovera,4.3,67,Mapusa,https://www.google.com/maps/search/Kafe+Alovera+Mapusa
Prestige Hotel,4.1,324,Mapusa,https://www.google.com/maps/search/Prestige+Hotel+Mapusa
Mumbai Special Bhelpuri,4.0,1,Mapusa,https://www.google.com/maps/search/Mumbai+Special+Bhelpuri+Mapusa
Balbhim Hotel,1.6,7,Mapusa,https://www.google.com/maps/search/Balbhim+Hotel+Mapusa
Chaatpata Chaat,4.0,1,Mapusa,https://www.google.com/maps/search/Chaatpata+Chaat+Mapusa
Ronaldo Fast Food Corner,4.5,4,Mapusa,https://www.google.com/maps/search/Ronaldo+Fast+Food+Corner+Mapusa
Mapusa Residency,3.6,847,Mapusa,https://www.google.com/maps/search/Mapusa+Residency+Mapusa
Rasoi Restaurant and Bar,3.2,5,Mapusa,https://www.google.com/maps/search/Rasoi+Restaurant+and+Bar+Mapusa
Mirchi Pao stall,4.7,6,Mapusa,https://www.google.com/maps/search/Mirchi+Pao+stall+Mapusa
Ros omlet gado,5.0,1,Mapusa,https://www.google.com/maps/search/Ros+omlet+gado+Mapusa
Hotel Satyaheera,3.8,134,Mapusa,https://www.google.com/maps/search/Hotel+Satyaheera+Mapusa
Hotel Vilena,4.3,59,Mapusa,https://www.google.com/maps/search/Hotel+Vilena+Mapusa
Monginis Cake Shop mapusa,2.5,85,Mapusa,https://www.google.com/maps/search/Monginis+Cake+Shop+mapusa+Mapusa
Goan Spice,3.7,119,Mapusa,https://www.google.com/maps/search/Goan+Spice+Mapusa
Victory's Market Cafe Bar & Restaurant,4.8,4,Mapusa,https://www.google.com/maps/search/Victory%27s+Market+Cafe+Bar+%26+Restaurant+Mapusa
Yashoda Bar & Restaurant,3.7,7,Mapusa,https://www.google.com/maps/search/Yashoda+Bar+%26+Restaurant+Mapusa
"Cafe Mango, Skylark Appts",4.4,23,Mapusa,https://www.google.com/maps/search/Cafe+Mango%2C+Skylark+Appts+Mapusa
Lapaz Bar And Restaurant,4.5,2,Mapusa,https://www.google.com/maps/search/Lapaz+Bar+And+Restaurant+Mapusa
Adarsh Niwas Bar & Restaurant,5.0,1,Mapusa,https://www.google.com/maps/search/Adarsh+Niwas+Bar+%26+Restaurant+Mapusa
Heart Tees Bar And Restaurant,5.0,1,Mapusa,https://www.google.com/maps/search/Heart+Tees+Bar+And+Restaurant+Mapusa
Yummy Mahal Family Restaurant,2.0,1,Mapusa,https://www.google.com/maps/search/Yummy+Mahal+Family+Restaurant+Mapusa
Dreamland Bar & Restaurant,2.3,8,Mapusa,https://www.google.com/maps/search/Dreamland+Bar+%26+Restaurant+Mapusa
Pooja Bar & Restaurant,3.0,3,Mapusa,https://www.google.com/maps/search/Pooja+Bar+%26+Restaurant+Mapusa
Sunshine Bar And Restaurant d,3.8,4,Mapusa,https://www.google.com/maps/search/Sunshine+Bar+And+Restaurant+d+Mapusa
Poonawala's Sandwichs,3.0,2,Mapusa,https://www.google.com/maps/search/Poonawala%27s+Sandwichs+Mapusa
The Coastal Tawa,4.7,3400,Naval Base Verem,https://www.google.com/maps/search/The+Coastal+Tawa+Naval+Base+Verem
Ankita Classic Warkhand Road,4.5,3600,Naval Base Verem,https://www.google.com/maps/search/Ankita+Classic+Warkhand+Road+Naval+Base+Verem
Navratna Udupi Pure Veg Family Restaurant,3.8,2100,Naval Base Verem,https://www.google.com/maps/search/Navratna+Udupi+Pure+Veg+Family+Restaurant+Naval+Base+Verem
Bhumiputra Resturant and Bar,4.1,843,Naval Base Verem,https://www.google.com/maps/search/Bhumiputra+Resturant+and+Bar+Naval+Base+Verem
Hotel Anantashram,4.1,5300,Naval Base Verem,https://www.google.com/maps/search/Hotel+Anantashram+Naval+Base+Verem
Barca Bar + Kitchen,4.9,201,Naval Base Verem,https://www.google.com/maps/search/Barca+Bar+%2B+Kitchen+Naval+Base+Verem
House No.2 renamed as Gia Drink Dine Dance,4.0,405,Naval Base Verem,https://www.google.com/maps/search/House+No.2+renamed+as+Gia+Drink+Dine+Dance+Naval+Base+Verem
Spicy Family Restaurant & Bar,4.2,4500,Naval Base Verem,https://www.google.com/maps/search/Spicy+Family+Restaurant+%26+Bar+Naval+Base+Verem
Bora Bora Life,4.1,1300,Naval Base Verem,https://www.google.com/maps/search/Bora+Bora+Life+Naval+Base+Verem
Monsoon family restaurant and Bar,3.9,141,Naval Base Verem,https://www.google.com/maps/search/Monsoon+family+restaurant+and+Bar+Naval+Base+Verem
Preeti Udupi Restaurant,3.6,885,Naval Base Verem,https://www.google.com/maps/search/Preeti+Udupi+Restaurant+Naval+Base+Verem
Lucky Star Beach Shack,4.7,249,Naval Base Verem,https://www.google.com/maps/search/Lucky+Star+Beach+Shack+Naval+Base+Verem
Hotel Sahibin,4.0,768,Naval Base Verem,https://www.google.com/maps/search/Hotel+Sahibin+Naval+Base+Verem
Terra Goa,4.7,389,Naval Base Verem,https://www.google.com/maps/search/Terra+Goa+Naval+Base+Verem
Cafe Morjim,4.5,402,Naval Base Verem,https://www.google.com/maps/search/Cafe+Morjim+Naval+Base+Verem
Navtara Veg Restaurant,4.3,12000,Naval Base Verem,https://www.google.com/maps/search/Navtara+Veg+Restaurant+Naval+Base+Verem
Evisha Beach Shack,3.5,158,Naval Base Verem,https://www.google.com/maps/search/Evisha+Beach+Shack+Naval+Base+Verem
Gagan's Restaurant,4.4,953,Naval Base Verem,https://www.google.com/maps/search/Gagan%27s+Restaurant+Naval+Base+Verem
Dunes Restaurant And Huts,4.4,1400,Naval Base Verem,https://www.google.com/maps/search/Dunes+Restaurant+And+Huts+Naval+Base+Verem
La Plage,4.5,4100,Naval Base Verem,https://www.google.com/maps/search/La+Plage+Naval+Base+Verem
INS Mandovi Main Gate,4.5,11,Naval Base Verem,https://www.google.com/maps/search/INS+Mandovi+Main+Gate+Naval+Base+Verem
Verem Market,3.7,488,Naval Base Verem,https://www.google.com/maps/search/Verem+Market+Naval+Base+Verem
Sameer's Home made food,4.5,11,Naval Base Verem,https://www.google.com/maps/search/Sameer%27s+Home+made+food+Naval+Base+Verem
Tandoori Tikka Family Bar And Restaurant Margao Rawanfond,4.1,324,Naval Base Verem,https://www.google.com/maps/search/Tandoori+Tikka+Family+Bar+And+Restaurant+Margao+Rawanfond+Naval+Base+Verem
PM SHRI Kendriya Vidyalaya - INS Mandovi,4.4,106,Naval Base Verem,https://www.google.com/maps/search/PM+SHRI+Kendriya+Vidyalaya+-+INS+Mandovi+Naval+Base+Verem
Naval Kindergarten Mandovi,5.0,1,Naval Base Verem,https://www.google.com/maps/search/Naval+Kindergarten+Mandovi+Naval+Base+Verem
The Cape Goa,4.6,8600,Naval Base Verem,https://www.google.com/maps/search/The+Cape+Goa+Naval+Base+Verem
The Fisherman's Wharf Panjim,4.6,18000,Panaji,https://www.google.com/maps/search/The+Fisherman%27s+Wharf+Panjim+Panaji
Kokni Kanteen Goa,4.3,10000,Panaji,https://www.google.com/maps/search/Kokni+Kanteen+Goa+Panaji
Ritz Classic Panjim,4.2,17000,Panaji,https://www.google.com/maps/search/Ritz+Classic+Panjim+Panaji
The Black Sheep Bistro,4.6,8900,Panaji,https://www.google.com/maps/search/The+Black+Sheep+Bistro+Panaji
Copperleaf Panaji,4.6,3100,Panaji,https://www.google.com/maps/search/Copperleaf+Panaji+Panaji
Mum's Kitchen,4.4,3700,Panaji,https://www.google.com/maps/search/Mum%27s+Kitchen+Panaji
"Soul Curry, Panjim",4.8,2400,Panaji,https://www.google.com/maps/search/Soul+Curry%2C+Panjim+Panaji
Petisco- Kitchen & Bar,4.6,864,Panaji,https://www.google.com/maps/search/Petisco-+Kitchen+%26+Bar+Panaji
Evergreen Restaurant 1975,4.8,1500,Panaji,https://www.google.com/maps/search/Evergreen+Restaurant+1975+Panaji
Bawarchi Restaurant St Inez panjim,4.6,1300,Panaji,https://www.google.com/maps/search/Bawarchi+Restaurant+St+Inez+panjim+Panaji
MASAK by Tato's,4.2,1900,Panaji,https://www.google.com/maps/search/MASAK+by+Tato%27s+Panaji
Ritz Classic-Panjim Gymkhana,4.2,5900,Panaji,https://www.google.com/maps/search/Ritz+Classic-Panjim+Gymkhana+Panaji
Down the road,4.3,1000,Panaji,https://www.google.com/maps/search/Down+the+road+Panaji
Sher-E-Punjab Goa,4.2,5800,Panaji,https://www.google.com/maps/search/Sher-E-Punjab+Goa+Panaji
Cafe Ritz Restaurant & Bar,4.3,1700,Panaji,https://www.google.com/maps/search/Cafe+Ritz+Restaurant+%26+Bar+Panaji
"Angry Sardar, Panjim",4.5,239,Panaji,https://www.google.com/maps/search/Angry+Sardar%2C+Panjim+Panaji
BOMBIL RESTAURANT,4.5,2200,Panaji,https://www.google.com/maps/search/BOMBIL+RESTAURANT+Panaji
Casa Lusitana,4.5,103,Panaji,https://www.google.com/maps/search/Casa+Lusitana+Panaji
Sharda Classic Panaji,4.2,2400,Panaji,https://www.google.com/maps/search/Sharda+Classic+Panaji+Panaji
Swaad family bar and restaurant,4.6,473,Panaji,https://www.google.com/maps/search/Swaad+family+bar+and+restaurant+Panaji
Praca Prazeres,4.7,97,Panaji,https://www.google.com/maps/search/Praca+Prazeres+Panaji
Cafe Bhonsle - Panjim,4.2,1300,Panaji,https://www.google.com/maps/search/Cafe+Bhonsle+-+Panjim+Panaji
Delhi Darbar Hotel,4.0,2300,Panaji,https://www.google.com/maps/search/Delhi+Darbar+Hotel+Panaji
Joseph Bar,4.3,3700,Panaji,https://www.google.com/maps/search/Joseph+Bar+Panaji
Vinanti Restaurant & Bar,4.2,1300,Panaji,https://www.google.com/maps/search/Vinanti+Restaurant+%26+Bar+Panaji
Kailash Parbat- Pure Vegetarian Restaurant,4.6,4500,Panaji,https://www.google.com/maps/search/Kailash+Parbat-+Pure+Vegetarian+Restaurant+Panaji
Kamat Hotel,3.8,7400,Panaji,https://www.google.com/maps/search/Kamat+Hotel+Panaji
George Restaurant & Bar,4.1,1100,Panaji,https://www.google.com/maps/search/George+Restaurant+%26+Bar+Panaji
Legacy of Bombay pure veg restaurant,4.1,1100,Panaji,https://www.google.com/maps/search/Legacy+of+Bombay+pure+veg+restaurant+Panaji
Kokum Curry Panjim,4.4,771,Panaji,https://www.google.com/maps/search/Kokum+Curry+Panjim+Panaji
Sheetal Udupi Pure Veg Restaurant,4.2,2800,Panaji,https://www.google.com/maps/search/Sheetal+Udupi+Pure+Veg+Restaurant+Panaji
Tinge - Coastal Cuisines,4.3,417,Panaji,https://www.google.com/maps/search/Tinge+-+Coastal+Cuisines+Panaji
Tereza Beach House By Sly Granny,4.3,539,Panaji,https://www.google.com/maps/search/Tereza+Beach+House+By+Sly+Granny+Panaji
Navtara Veg Restaurant,4.2,11000,Panaji,https://www.google.com/maps/search/Navtara+Veg+Restaurant+Panaji
Tataki - Immersive Asian Dining,4.5,1400,Panaji,https://www.google.com/maps/search/Tataki+-+Immersive+Asian+Dining+Panaji
Navaratna Udupi Pure Veg Restaurant Panjim,4.3,578,Panaji,https://www.google.com/maps/search/Navaratna+Udupi+Pure+Veg+Restaurant+Panjim+Panaji
Godinho Bar and Restaurant,4.2,804,Panaji,https://www.google.com/maps/search/Godinho+Bar+and+Restaurant+Panaji
Clube Nacional Restaurant,4.4,253,Panaji,https://www.google.com/maps/search/Clube+Nacional+Restaurant+Panaji
Sweet Nation,4.4,1100,Panaji,https://www.google.com/maps/search/Sweet+Nation+Panaji
Mamagoto X Lucky Cat Bar,4.4,412,Panaji,https://www.google.com/maps/search/Mamagoto+X+Lucky+Cat+Bar+Panaji
Navrang Restaurant | pure veg thali in Panjim,4.5,468,Panaji,https://www.google.com/maps/search/Navrang+Restaurant+%7C+pure+veg+thali+in+Panjim+Panaji
Miguel's - Cocktails & Petiscos,4.6,320,Panaji,https://www.google.com/maps/search/Miguel%27s+-+Cocktails+%26+Petiscos+Panaji
BAR 51,4.4,253,Panaji,https://www.google.com/maps/search/BAR+51+Panaji
Cafe Tato Panjim Church,4.3,974,Panaji,https://www.google.com/maps/search/Cafe+Tato+Panjim+Church+Panaji
Route 66,4.3,1900,Panaji,https://www.google.com/maps/search/Route+66+Panaji
Cafe Bodega,4.3,2500,Panaji,https://www.google.com/maps/search/Cafe+Bodega+Panaji
Aunty Maria,4.1,2000,Panaji,https://www.google.com/maps/search/Aunty+Maria+Panaji
Xero Degrees,4.0,329,Panaji,https://www.google.com/maps/search/Xero+Degrees+Panaji
Shalimar Restaurant,3.7,1800,Panaji,https://www.google.com/maps/search/Shalimar+Restaurant+Panaji
Marietta Restaurant,4.7,16,Panaji,https://www.google.com/maps/search/Marietta+Restaurant+Panaji
Samoset Restaurant,4.8,20,Panaji,https://www.google.com/maps/search/Samoset+Restaurant+Panaji
Shallots - The Cloud Kitchen,4.6,102,Panaji,https://www.google.com/maps/search/Shallots+-+The+Cloud+Kitchen+Panaji
Udupi Anand Sagar Veg,4.2,626,Panaji,https://www.google.com/maps/search/Udupi+Anand+Sagar+Veg+Panaji
Amboli Spice Fly Restaurant & Bar,4.0,1100,Panaji,https://www.google.com/maps/search/Amboli+Spice+Fly+Restaurant+%26+Bar+Panaji
Nandan Pure Veg Restaurant,3.9,930,Panaji,https://www.google.com/maps/search/Nandan+Pure+Veg+Restaurant+Panaji
Sanyog Veg Restaurant,4.0,2500,Panaji,https://www.google.com/maps/search/Sanyog+Veg+Restaurant+Panaji
Pergola Bar & Restaurant,3.9,367,Panaji,https://www.google.com/maps/search/Pergola+Bar+%26+Restaurant+Panaji
Viva Carnival Cafe Restaurant,4.3,46,Panaji,https://www.google.com/maps/search/Viva+Carnival+Cafe+Restaurant+Panaji
"City Pride, Patto",4.1,95,Panaji,https://www.google.com/maps/search/City+Pride%2C+Patto+Panaji
Vinod Restaurant,4.8,53,Panaji,https://www.google.com/maps/search/Vinod+Restaurant+Panaji
Sunshine restaurant.31.goa,4.4,62,Panaji,https://www.google.com/maps/search/Sunshine+restaurant.31.goa+Panaji
Bombay Coffee House Select,4.6,218,Panaji,https://www.google.com/maps/search/Bombay+Coffee+House+Select+Panaji
Horse Shoe Bar & Restaurant,4.3,78,Panaji,https://www.google.com/maps/search/Horse+Shoe+Bar+%26+Restaurant+Panaji
Neelam Bar & Restaurant,4.6,42,Panaji,https://www.google.com/maps/search/Neelam+Bar+%26+Restaurant+Panaji
Saib Traditionally Goan Multi-Cuisine Bar & Restaurant,3.7,133,Panaji,https://www.google.com/maps/search/Saib+Traditionally+Goan+Multi-Cuisine+Bar+%26+Restaurant+Panaji
Aadab Biryani,3.9,470,Panaji,https://www.google.com/maps/search/Aadab+Biryani+Panaji
Cremeux - Panaji,4.3,3200,Panaji,https://www.google.com/maps/search/Cremeux+-+Panaji+Panaji
H K G N RESTAURANT PANAJI GOA,4.0,42,Panaji,https://www.google.com/maps/search/H+K+G+N+RESTAURANT+PANAJI+GOA+Panaji
Rashdeep Restaurant,4.3,54,Panaji,https://www.google.com/maps/search/Rashdeep+Restaurant+Panaji
Sitara Restaurant,3.8,396,Panaji,https://www.google.com/maps/search/Sitara+Restaurant+Panaji
Nerul Eat Street Bar and Restaurant,4.4,2400,Panaji,https://www.google.com/maps/search/Nerul+Eat+Street+Bar+and+Restaurant+Panaji
MO's Cafe & Bistro,4.6,223,Panaji,https://www.google.com/maps/search/MO%27s+Cafe+%26+Bistro+Panaji
K BAR,4.4,381,Panaji,https://www.google.com/maps/search/K+BAR+Panaji
One Bite Cafe,4.2,190,Panaji,https://www.google.com/maps/search/One+Bite+Cafe+Panaji
Gujarat Sweet Mart,4.6,361,Panaji,https://www.google.com/maps/search/Gujarat+Sweet+Mart+Panaji
Giri Bar and Restaurant,4.0,95,Panaji,https://www.google.com/maps/search/Giri+Bar+and+Restaurant+Panaji
Eurasia Bar & Restaurant,4.3,553,Panaji,https://www.google.com/maps/search/Eurasia+Bar+%26+Restaurant+Panaji
Hotel Anandashram,4.2,817,Panaji,https://www.google.com/maps/search/Hotel+Anandashram+Panaji
Deck 88 Goa,4.9,454,Panaji,https://www.google.com/maps/search/Deck+88+Goa+Panaji
Sizzling China,4.3,172,Panaji,https://www.google.com/maps/search/Sizzling+China+Panaji
Bhonsles Seetalaya,4.0,79,Panaji,https://www.google.com/maps/search/Bhonsles+Seetalaya+Panaji
Popular Restaurant,4.7,6,Panaji,https://www.google.com/maps/search/Popular+Restaurant+Panaji
For The Record - Vinyl Bar,4.6,448,Panaji,https://www.google.com/maps/search/For+The+Record+-+Vinyl+Bar+Panaji
India Café,4.3,498,Panaji,https://www.google.com/maps/search/India+Caf%C3%A9+Panaji
Nia's Restaurant,4.4,104,Panaji,https://www.google.com/maps/search/Nia%27s+Restaurant+Panaji
Shivam Classic,3.0,57,Panaji,https://www.google.com/maps/search/Shivam+Classic+Panaji
Myles High Bakehouse,4.3,839,Panaji,https://www.google.com/maps/search/Myles+High+Bakehouse+Panaji
UDUPI ANNAPURNA RESTAURANT,4.5,42,Panaji,https://www.google.com/maps/search/UDUPI+ANNAPURNA+RESTAURANT+Panaji
Basserra Dormitory and Restaurant,4.0,554,Panaji,https://www.google.com/maps/search/Basserra+Dormitory+and+Restaurant+Panaji
Cafe Aram,4.2,192,Panaji,https://www.google.com/maps/search/Cafe+Aram+Panaji
Café Azul,4.2,24,Panaji,https://www.google.com/maps/search/Caf%C3%A9+Azul+Panaji
Bombay Shivsagar Veg Restaurant,3.9,1100,Panaji,https://www.google.com/maps/search/Bombay+Shivsagar+Veg+Restaurant+Panaji
Cafe Navratna Panjim,4.5,42,Panaji,https://www.google.com/maps/search/Cafe+Navratna+Panjim+Panaji
ADDOS - Restaurant • Café • Bar,4.5,17,Panaji,https://www.google.com/maps/search/ADDOS+-+Restaurant+%E2%80%A2+Caf%C3%A9+%E2%80%A2+Bar+Panaji
Bay 15,4.3,7200,Panaji,https://www.google.com/maps/search/Bay+15+Panaji
Casa Cafe Fontainhas,4.4,55,Panaji,https://www.google.com/maps/search/Casa+Cafe+Fontainhas+Panaji
UDUPI PALACE,3.3,826,Panaji,https://www.google.com/maps/search/UDUPI+PALACE+Panaji
Ashok Restaurant (not Ashok Bar & Resturant),4.3,72,Panaji,https://www.google.com/maps/search/Ashok+Restaurant+%28not+Ashok+Bar+%26+Resturant%29+Panaji
Casa Moderna,4.6,479,Panaji,https://www.google.com/maps/search/Casa+Moderna+Panaji
Cafe Real,4.0,552,Panaji,https://www.google.com/maps/search/Cafe+Real+Panaji
Circuit House,3.7,173,Panaji,https://www.google.com/maps/search/Circuit+House+Panaji
HOBLE RAJ BAR & RESTAURANT,3.5,119,Panaji,https://www.google.com/maps/search/HOBLE+RAJ+BAR+%26+RESTAURANT+Panaji
Café Mojo,4.1,2100,Panaji,https://www.google.com/maps/search/Caf%C3%A9+Mojo+Panaji
"Qmin Panjim, Goa",4.4,8,Panaji,https://www.google.com/maps/search/Qmin+Panjim%2C+Goa+Panaji
Riverfront Multispeciality Cuisines,3.2,33,Panaji,https://www.google.com/maps/search/Riverfront+Multispeciality+Cuisines+Panaji
Lucky Restaurant,3.8,153,Panaji,https://www.google.com/maps/search/Lucky+Restaurant+Panaji
Hotel Royal taste,4.1,13,Panaji,https://www.google.com/maps/search/Hotel+Royal+taste+Panaji
Hanging Garden,4.2,19,Panaji,https://www.google.com/maps/search/Hanging+Garden+Panaji
Hotel Mahalaxmi-2,3.9,447,Panaji,https://www.google.com/maps/search/Hotel+Mahalaxmi-2+Panaji
Deewar Shahi Dine,3.9,30,Panaji,https://www.google.com/maps/search/Deewar+Shahi+Dine+Panaji
"A Tricana, Seaside Bar & Grill",4.2,18,Panaji,https://www.google.com/maps/search/A+Tricana%2C+Seaside+Bar+%26+Grill+Panaji
Park Prime Goa,4.4,1400,Panaji,https://www.google.com/maps/search/Park+Prime+Goa+Panaji
The Tiffin Factory Panjim,3.3,129,Panaji,https://www.google.com/maps/search/The+Tiffin+Factory+Panjim+Panaji
"Laranja - Taj Cidade de Goa Heritage, Goa",4.3,258,Panaji,https://www.google.com/maps/search/Laranja+-+Taj+Cidade+de+Goa+Heritage%2C+Goa+Panaji
Amaya Bar & Restaurant,5.0,1,Panaji,https://www.google.com/maps/search/Amaya+Bar+%26+Restaurant+Panaji
Vihar pure veg Udipi Restaurant,3.8,258,Panaji,https://www.google.com/maps/search/Vihar+pure+veg+Udipi+Restaurant+Panaji
The Creek,3.6,188,Panaji,https://www.google.com/maps/search/The+Creek+Panaji
The Royal Ruchik,3.6,13,Panaji,https://www.google.com/maps/search/The+Royal+Ruchik+Panaji
Goan Restaurant,4.0,1,Panaji,https://www.google.com/maps/search/Goan+Restaurant+Panaji
Food Court,3.4,338,Panaji,https://www.google.com/maps/search/Food+Court+Panaji
